Title,Address,Link,Job Description
Management Trainee,"Cimetière de Bruxelles, België",https://be.linkedin.com/jobs/view/management-trainee-at-jde-peet-s-3890160162?position=27&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=BNLRLfvpjsz3Ya31yvK9bw%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  MANAGEMENT TRAINEESHIP – When you grow, we grow, coffee grows  The Management Traineeship is not a fully developed program. How can it be if it’s to be tailor-made? We believe you’re responsible for your own development. We’re just here … to help you!  At JDE, we believe that the combination of leadership capabilities, functional competencies, critical experiences and learning agility, with the right personality and attitude, lead to personal and professional development.  Apply for a 2-3 year Traineeship @ Jacobs Douwe Egberts!  A traineeship within JDE is a full-fledged starting position. It concerns a work and learning trajectory that prepares you in 2-3 years for a permanent position, depending on the opportunities within the organization. This traineeship should therefore not be confused with an internship. It is indeed the intention that you take up a position twice for 12-18 months in various domains such as Marketing, Sales (Away From Home segment and CPG segment) Finance etc...  During your traineeship you will receive all kinds of training that are important for your personal development. You will also be guided by your direct colleagues, manager, a mentor and HR.  You will have the opportunity to get to know our organization and to actively orient and develop yourself into the best version you can be!  Our commitment!  A company with a clear story  A qualitative, challenging and tailor-made program.  We offer a permanent contract with an attractive salary package including numerous fringe benefits (electric car, smartphone + subscription + data, internet, meal vouchers, group and hospitalization insurance, bonus opportunity, expense allowance...).  Qualifications  Who are we looking for?  In the context of diversity, equality and inclusion, we try to attract the broadest possible target group.  Are you a coffee and/or tea lover?  Did you obtain a bachelor/master's degree in 2023/2024? Or do you already have a bachelor/master's degree and a maximum of 2 years of work experience?  Do you speak Dutch/French and English fluently?  Do you want to be in control of your own growth and development?  Do you take a critical and innovative look at various tasks and processes?  Do you have the ambition to quickly take the next step in your career?  And do you want to further develop your personal leadership skills?  Then you might become one of our new management trainees!  We hear you think: I’m exactly what you are looking for! Where do I need to sign?  Whow-whow-whow, Hold Your Horses For Just One More Minute… 😊  We start with an initial screening based on a CV and motivation letter (via link below). If you are through to the next round, we invite you to take inductive, numerical and verbal reasoning tests. In case of positive results – please note, do these tests when you are well rested – we invite you for a meeting with HR and manager/board member. Afterwards? Simple, when everyone is as enthusiastic as you are, we draw up a contract!  Standout people making outstanding coffee!  Additional Information  FOR THE LOVE OF COFFEE AND TEA  For more than 265 years, JACOBS DOUWE EGBERTS (JDE) is inspired by its belief that it’s amazing what can happen over a cup of coffee or tea. We are fuelled by our purpose of unleashing the possibilities of coffee and tea to create a better future. Today, our coffee & tea portfolio is available in more than 100 developed and emerging markets, through a portfolio of over 50 brands that collectively cover the entire category landscape led by leading household names such as L’OR, Jacobs, Senseo, Tassimo, Douwe Egberts, Old Town, Super, Pickwick and Moccona.  JDE is part of JDE Peet’s, the world’s largest pure-play coffee and tea company, headquartered in The Netherlands.  What’s it like to work at JDE?  We are proud of our passionate, driven associates that challenge the status quo and pursue mastery in everything they do. Our goal is simple and ambitious – JDE: A coffee & tea for every cup.  At JDE, we're Made to Stand Out. Every day we are progressive in outlook, ambitious in nature, resourceful in action and decisive in approach, bringing coffee and tea moments to everyone around the world. Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Ander Bedrijfstakken Consumptiegoederen Voordrachten verhogen uw kansen op een sollicitatiegesprek met JDE Peet's 2x Bekijken wie u kent"
Urgent Data Entry Operator - Remote,België,https://be.linkedin.com/jobs/view/urgent-data-entry-operator-remote-at-entrepreneurial-university-for-women-3949323435?position=28&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=EFeQOvUxj2z%2BfepTFxCOVQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We're actively seeking Remote Data Entry Clerks with strong organizational skills for this entirely remote role. As part of our team, you'll provide administrative support to our executives and managers, all from the convenience of your home office.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken E-learning Voordrachten verhogen uw kansen op een sollicitatiegesprek met Entrepreneurial University for Women 2x Bekijken wie u kent"
Entry-Level Work-From-Home Data Entry Positions,België,https://be.linkedin.com/jobs/view/entry-level-work-from-home-data-entry-positions-at-tulsey-town-development-company-llc-3951796353?position=29&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=cP0xSi2egbJ90UiI0w42Rg%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Join us as we expand our team with the addition of a Remote Data Entry Clerk. In this position, you will oversee data entry tasks, ensuring their punctual completion and the preservation of high-quality standards. Proficiency in data entry roles, razor-sharp analytical abilities, and the ability to collaborate seamlessly with diverse teams constitute the foundation of this role. If you are a proactive individual armed with exceptional data entry skills, we wholeheartedly encourage your participation in our organization's journey to achievement, all within the convenience of your remote workspace.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Vastgoed Voordrachten verhogen uw kansen op een sollicitatiegesprek met Tulsey Town Development Company LLC 2x Bekijken wie u kent"
Remote Data Entry Work - Part Time/Full Time,België,https://be.linkedin.com/jobs/view/remote-data-entry-work-part-time-full-time-at-tulsey-town-development-company-llc-3951900006?position=30&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=WpDyCZ5d68REnTtYA5X21Q%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Our company is actively seeking the services of a Remote Data Entry Clerk to assist in the management and enhancement of our database. As a data entry Clerk, you will be responsible for handling all provided data, ensuring its accuracy and completeness. The ideal candidate will possess robust organizational skills, employ a methodical approach to data entry, and demonstrate the capability to work independently from a remote setting. Embrace this opportunity to become a linchpin in the preservation of our data integrity by joining our team.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Vastgoed Voordrachten verhogen uw kansen op een sollicitatiegesprek met Tulsey Town Development Company LLC 2x Bekijken wie u kent"
Remote Data Entry Work,België,https://be.linkedin.com/jobs/view/remote-data-entry-work-at-constructive-consultants-3950836759?position=31&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=Yyn9djEj%2FjqQH%2FYn9JaPZA%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  We are a dynamic and forward-thinking company fueled by data-driven insights. In your role as a Remote Data Entry Clerk, you play a vital role in safeguarding the accuracy and integrity of our extensive databases. Our overarching mission is to harness data to make informed decisions and drive meaningful outcomes. We hold collaboration, precision, and a relentless commitment to excellence in high regard.  Responsibilities  Inputting data into computer systems accurately and efficiently Verifying data accuracy and completeness Updating and maintaining database information Communicating with other departments to gather information Keeping sensitive information confidential Adhering to data privacy and security protocols Supporting other administrative tasks as needed.  Requirements  Proficiency in Microsoft Office and data entry software Strong keyboarding skills Excellent attention to detail and accuracy Ability to work independently and as part of a team Good organizational and time management skills Ability to maintain confidentiality Good verbal and written communication skills Ability to work under pressure and meet deadlines  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  This position is entirely remote, offering you the freedom to work from your home or any location that suits you best. We provide a flexible work schedule and a dedicated team to ensure you thrive in this role. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Constructive Consultants 2x Bekijken wie u kent"
Data Analyst,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/data-analyst-at-taleo-consulting-3681145471?position=32&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=qf352C26z77wudL3gS8JWg%3D%3D&trk=public_jobs_jserp-result_search-card,"Mission.  Do you want to start an ambitious and challenging career?  Would you like to work in an exciting and fun environment?  Do you thrive in work environments that push you to be your best?  Taleo Consulting is a management consulting group with offices in Luxembourg, Paris, Brussels, Amsterdam, Geneva, Barcelona, Singapore, and Lisbon. As a young and growing company, we now count almost 300 employees across our 8 international offices! Our activities are primarily focused on finance, life science, retail, and energy.  What are we looking for?  A Data Analyst collects and stores data on sales numbers, market research, logistics, linguistics, or other behaviors. They bring technical expertise to ensure the quality and accuracy of the data, then process, design, and present it in order to help people, businesses, and organizations make better decisions.  We are looking to hire a Data Analyst to join our data team. You will take responsibility for managing our master data set, developing reports, and troubleshooting data issues. To do well in this role you need a very fine eye for detail, experience as a data analyst, and a deep understanding of the popular data analysis tools and databases.  What will you do?  Managing master data, including creation, updates, and deletion Managing users and user roles Providing quality assurance of imported data, working with quality assurance analysts if necessary Commissioning and decommissioning of data sets Processing confidential data and information according to guidelines Helping develop reports and analysis Managing and designing the reporting environment, including data sources, security, and metadata. Supporting the Data Warehouse in identifying and revising reporting requirements Supporting initiatives for data integrity and normalization Assessing tests and implementing new or upgraded softwares and assisting with strategic decisions on new systems Generating reports from single or multiple systems Troubleshooting the reporting database environment and reports Evaluating changes and updates to source production systems Training end-users on new reports and dashboards Providing technical expertise on data storage structures, data mining, and data cleansing  Required profile.  How do we imagine our future consultant?  At least a master’s degree in a BI discipline or a proven experience in BI Ability to work with stakeholders to assess potential risks Ability to analyze existing tools and databases and provide software solution recommendations. Knowledge of the following tools: SQL, SAS, Harry Pilot, Spotfire, Python (…) could be a real asset Ability to translate business requirements into non-technical, lay terms High-level experience in methodologies and processes for managing large-scale databases. Demonstrated experience in handling large data sets and relational databases Understanding of addressing and metadata standards High-level written and verbal communication skills  Rather than a diploma or extensive experience, it’s your state of mind that will allow you to reach your potential and meet the target with Taleo! If these words resonate with you and you identify with this description, send us your CV! We will be delighted to meet you.  I apply! Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Informatietechniek Bedrijfstakken Bedrijfsconsulting en -services Voordrachten verhogen uw kansen op een sollicitatiegesprek met Taleo Consulting 2x Bekijken wie u kent"
Data Analyst,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/data-analyst-at-talent-disruptors-3860722749?position=33&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=eO0sRw0VOwGYU%2FbR9h7kHQ%3D%3D&trk=public_jobs_jserp-result_search-card,"We are on the lookout for a Data Analyst with a specialization in marketing analytics. In this critical role, you will harness the power of tools like Google Data Studio, BigQuery, and Power BI to derive actionable insights that drive our marketing decisions. Your expertise in analyzing complex datasets and turning them into understandable and strategic information will be essential in shaping our marketing strategies. This position is ideal for someone who thrives on data-driven challenges and has a passion for leveraging technology to inform business decisions.  What You’ll Be Doing  Data Analysis and Interpretation: Utilize tools like Google Data Studio, BigQuery, and Power BI to analyze marketing data and extract meaningful insights. Developing Reporting Dashboards: Create dynamic dashboards and reports that provide real-time insights into marketing performance. Collaborating with Marketing Teams: Work closely with marketing teams to understand their data needs and provide insights that inform strategy and decision-making. Data Integration and Management: Integrate data from various sources to provide a comprehensive view of marketing performance. Performance Tracking: Monitor key performance indicators (KPIs) to measure the effectiveness of marketing campaigns and strategies. Predictive Analysis: Use data to predict trends and market movements, aiding in proactive strategy development. Training and Support: Provide training and support to team members in using data analysis tools and understanding reports.  Who You Are  Proficient in Data Analysis Tools: You have strong experience with tools such as Google Data Studio, BigQuery, and Power BI. Analytical and Insightful: You possess the ability to analyze complex datasets and turn them into actionable insights. Collaborative in Nature: You work well with marketing teams, understanding their needs and communicating data insights effectively. Skilled in Data Integration: You are adept at integrating and managing data from various sources. Detail-Oriented: You have a keen eye for detail and accuracy in data analysis and reporting. Proactive and Predictive: You are capable of conducting predictive analyses to inform future marketing strategies. Excellent Communicator: You can clearly convey data insights and their implications to non-technical team members.  What Success Looks Like  30 Days  Establish a comprehensive, organized online database in BigQuery to store all client and marketing data and integrate lead data from CRMs, digital advertising data, customer opt-ins, and purchasing data to provide meaningful insights that inform marketing decisions. Create and maintain data dashboards in Looker Studio for easy data visualization, analysis, and automated reporting.  60 Days  Develop statistical models for data analysis, including linear regression modeling and predictive lead scoring, that effectively guide marketing actions.  90 Days  Automated the generation of actionable insights and trends over time from data analysis to inform our marketing strategy. Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Informatietechniek Bedrijfstakken Werving en selectie Voordrachten verhogen uw kansen op een sollicitatiegesprek met Talent Disruptors 2x Bekijken wie u kent"
Remote Work - Data Entry Role,België,https://be.linkedin.com/jobs/view/remote-work-data-entry-role-at-shortwave-design-3945968510?position=34&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=PI%2FjId9Jz4tAKLJqYgIjsw%3D%3D&trk=public_jobs_jserp-result_search-card,"Job Description  Pioneering efficient data management, our expert data entry services are meticulously designed to meet the unique needs of businesses. Offering reliable and precise solutions, we drive productivity and contribute to the success of our clients.  Responsibilities  Accurately enter data into computer systems and databases Verify and review data for errors or discrepancies Maintain data integrity and confidentiality Prepare and sort documents for data entry Collect and input data from various sources such as online, databases, surveys and documents Ensure the safety of all data and their availability when needed Communicate with other team members to ensure accuracy and safety of data collected  Requirements  Good typing and data entry skills Reliable and fast internet connectivity Strong organizational and time management skills Excellent verbal and written communication skills Proficiency in Microsoft Office or similar software Ability to multitask and prioritize tasks effectively Strong attention to detail and accuracy Strong problem-solving and decision-making skills Excellent team spirit  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment.  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Online audio- en videomedia Voordrachten verhogen uw kansen op een sollicitatiegesprek met Shortwave Design 2x Bekijken wie u kent"
Remote Data Entry Positions (Work-From-Home),België,https://be.linkedin.com/jobs/view/remote-data-entry-positions-work-from-home-at-netmercs-group-3950407423?position=35&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=0XATMWD8MMYaH%2FOYpugTRw%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  We are on the lookout for a Remote Data Entry Assistant who possesses strong organizational and detail-oriented skills. In this remote, full-time position, you will collaborate with our team to collect, analyze, and input data into our online systems and social media platforms.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken IT-services en consultancy Voordrachten verhogen uw kansen op een sollicitatiegesprek met netMercs Group 2x Bekijken wie u kent"
Remote Data Entry Positions Work-From-Home,België,https://be.linkedin.com/jobs/view/remote-data-entry-positions-work-from-home-at-tulsey-town-development-company-llc-3951799226?position=36&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=HIjmE8FxU6vOJne1G2h4rQ%3D%3D&trk=public_jobs_jserp-result_search-card,"Company Description  Our company is in need of a dedicated and detail-oriented Data Entry Clerk to work remotely, efficiently managing data collection, analysis, and input for our online systems and social media platforms. This full-time remote position provides an exciting opportunity to become an integral part of our team.  Job Description  As a Remote Data Entry Clerk, you will be responsible for accurately and efficiently inputting a variety of data into our systems and databases. Your primary duties will include:  Entering data from various sources into our databases with high accuracy and attention to detail. Ensuring data integrity and consistency by performing regular quality checks. Organizing and maintaining electronic files and documents. Communicating effectively with team members to ensure timely completion of tasks. Following company guidelines and procedures for data entry and management. Assisting with other administrative tasks as needed.  Requirements  Proven experience as a data entry clerk or similar role. Excellent typing skills and proficiency in data entry software and tools. Strong attention to detail and accuracy. Ability to work independently and meet deadlines. Good communication skills, both written and verbal. High school diploma or equivalent; additional certifications in data entry or related fields are a plus. Comfortable working remotely with reliable internet access and a quiet workspace.  Benefits  Flexible remote work schedule. Competitive compensation package. Opportunities for career growth and advancement. Supportive and collaborative work environment. Show less Senioriteitsniveau Niet van toepassing Soort baan Fulltime Functie Administratief Bedrijfstakken Vastgoed Voordrachten verhogen uw kansen op een sollicitatiegesprek met Tulsey Town Development Company LLC 2x Bekijken wie u kent"
Data scientist,"Antwerpen, Vlaanderen, België",https://be.linkedin.com/jobs/view/data-scientist-at-select-hr-3591840814?position=37&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=Z1ee7P1Q619LN78VkI29jg%3D%3D&trk=public_jobs_jserp-result_search-card,"Functieomschrijving  The data analysts in each department are close to the daily need for data analysis and solutions. They rely however on you as data scientist for the larger projects which require a statistical and/or data modelling approach. Once the algorithms are developed and deployed, the data analysts act as single point of contact and take over operational responsibility, while you remain owner of the algorithm design. In the collaboration with universities, you will ensure that the algorithms developed in a PhD are useful and can be further developed in the team to be eventually deployed. You will take a leading role in increasing the competence and capability of the groups of data analysts and data scientists to successfully deliver data driven insights and models. You will organize trainings, host community best practice sessions, hang-outs to learn the broader business context, workshops to conclude on standards and best practices, etc. You will mentor junior data analysts and data scientists setting their first steps on the analytical ladder. Some basic understanding of project management will also help to manage your research projects well. The team is currently using a combination of SAS and R/Python flows in databricks.  Profiel To accomplish this role, a master’s degree in Engineering (Computer science, Big Data Analytics, Artificial Intelligence) or in Statistics, problem solving skills, professional experience in data analytics and an affinity to an industrial B2B market will help you. High self-motivation, an innovative mindset and accountability are key for success.  Organisatie- en afdelingomschrijving  Our client, located in Antwerp, is a global and diverse Group of many strong brands and counts around 34 000 employees representing different cultures in more than 180 countries.  Aanbod  A competitive salary The opportunity to grow and learn Flexibility to find an optimal work life balance Deze functie staat open voor iedereen. Ongeacht gender, seksuele geaardheid, origine, filosofische of religieuze overtuiging, leeftijd of handicap. Show less Senioriteitsniveau Instapniveau Soort baan Fulltime Functie Techniek en Informatietechniek Bedrijfstakken Services personeelszaken Voordrachten verhogen uw kansen op een sollicitatiegesprek met Select HR 2x Bekijken wie u kent"
Junior Data Analyst,"Brussel, Brussels Hoofdstedelijk Gewest, België",https://be.linkedin.com/jobs/view/junior-data-analyst-at-polestar-3937004948?position=38&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=COLhnyZyQP4%2FgSLrtAx41w%3D%3D&trk=public_jobs_jserp-result_search-card,"Rechtstreeks bericht sturen naar plaatser van vacature van Polestar Charlotte Silfversparre Charlotte Silfversparre Lead Executive Search @ Polestar | Employer Branding, Technical Recruiting Polestar Belgium is looking for a driven Junior Data Analyst to join our team. This is a unique opportunity to pioneer this role and contribute to our mission to take sustainable mobility to the next level.  Let us describe the challenge we offer  As a Junior Data Analyst, you will have the unique opportunity to contribute to the growth of our organization. You will analyze diverse data, contribute innovative ideas and present your findings to management. You will report within this role to Lore, our Strategy & Business Development Manager. Her broad view on business processes makes her the ideal person to guide you through our organization. Do you have a passion for data and electric mobility? Then this job might be for you!  What You'll Do  Data analysis: You will analyze various data ranging from market research to customer satisfaction, sales figures, pricing strategies and competitor marketing. Reporting: Based on your analyses, you will prepare reports and present them regularly to the leadership and management team. Innovation: You bring in your own ideas and initiatives to improve and innovate our data analysis processes. Collaboration: You will work closely with various departments to translate data insights into strategic decisions.  Who You Are  Analytical skills: You have a keen eye for detail and can turn data into valuable insights. Communication: You are able to present complex data in an understandable way to different stakeholders. Proactivity: You take initiative and come up with innovative ideas that contribute to Polestar's growth. Passion for electric mobility: You have an interest in the world of electric vehicles and are enthusiastic about Polestar's mission. Knowledge & Experience: You have a Master's degree in a relevant field (TEW, Commercial Sciences, Marketing,...). Previous work experience is not necessary. We offer you an internal growth path as Young Potential where you will be able to gain the necessary work experience. Languages: You will work in a Dutch-speaking environment, where the working language with the head office is English. Good knowledge of both languages is therefore preferable.  What We Offer  Unique position: You are the first in this role, which means you will have a lot of freedom and responsibility to shape this position. Innovative environment: Work at a progressive company at the forefront of the transition to sustainable mobility. Professional growth: Develop your skills in a dynamic and supportive work environment. Practicals: We offer you a fixed-term contract (2 years) with possible option to extend. Within Polestar, you can count on a flexible work culture (2 to 3 days working from home) and an attractive salary package with various benefits.  People at Polestar  We know that a change is needed. We also know that each one of us can help bring about that change. Our commitment to becoming climate-neutral by 2040 is just as important to us as being inclusive, diverse, and innovative. Together, we are creating, collaborating and experimenting to usher in a new era of sustainable mobility.  We are an electric performance brand, determined to improve the society we live in.  Is this you? If you are interested in joining the Polestar crew, don't wait with submitting your application. We apply a continuous selection process and the job post will be open until the position is filled.  Are you ready for the journey? Which is electric by the way... Show less Senioriteitsniveau Instapniveau Soort baan Contract Functie Informatietechniek Bedrijfstakken Productie motorvoertuigen Voordrachten verhogen uw kansen op een sollicitatiegesprek met Polestar 2x Bekijken wie u kent"
Business Analyst,"Cimetière de Bruxelles, België",https://be.linkedin.com/jobs/view/business-analyst-at-herm%C3%A8s-3939351375?position=39&pageNum=0&refId=7YH1wlPN0KvO4j7XAlqDWQ%3D%3D&trackingId=aQaVIQStRQcRY4MyILOiMw%3D%3D&trk=public_jobs_jserp-result_search-card,"Department mission  This position reports to the Retail Director and is part of the Retail Team of Hermès Benelux-Nordics based at the Head Office in Brussels.  Reporting to the Retail Director, the Business Analyst has a keyrole aimed at reporting on data from different sources of the business, analyzing the details of KPIs to distill insights and propose actions, contributing to the overall success of the region.  As a Business Analyst you select, extract and remodel data across the different departments of our Retail subsidiary according to business reflections of various stakeholders.  You work on key indicators of all aspects of the business, creating and sharing tools and reports that connect indicators where relevant.  Keeping in mind business objectives, you build reports and tools that allow each stakeholder to easily use data as a basis for strategic reflection and decision making. In this capacity, your work supports the various specialists across the Head Office functions and in the stores.  You accompany the different internal users to ensure good understanding of their KPI’s and analysis and you contribute to the improvement of the existing tools.  You are a source of expertise on data extraction, processing and remodeling for others in the subsidiary who work on their department specific data.  Key Responsibilities  Regional Business Trends & Performance  You analyse and report on weekly, monthly and yearly trade, providing insights to maximize general business performance of the region. You provide benchmarks, analysis and key indicators to support decision making and strategic discussions for the subsidiary and the stores.  Extract, interpret, and summarize large amounts of relevant business data from various sources and a multitude of systems Compilation of recurrent business reports and other information as required Create presentations and supporting documents to summarize analysis for key business stakeholders and decision makers Develop ad hoc reports as required to support key business initiatives, commercial strategy and business stakeholders. Monitor Retail Performance  Together with the Retail Director, contribute to specific data related Retail analysis for the stores.  In collaboration with Store Managers and Retail Director, prepare sales targets for Sales Associates Collect and analyse Sales Associates’ sales performance Contribute to the design of incentive schemes and follow-up of results Prepare and analyse temporary incentives and collect relevant inputs from key stakeholders involved Prepare ad hoc analysis of specific store related activities (eg: Analysis of Beauty sales, VM tests, commercial animations) Analyse & remodel current reportings  In collaboration with senior management and starting from previous audit work done, you examine existing reports versus needs to propose best suitable ways of using data. This essential project work will constitute the basis of how we can use increasing data amounts across the region in an efficient way.  Finetune mapping of current reporting needs versus existing tools Contribute to the improvement of the existing tools and reports Create & animate dashboards, templates and scorecards Present new tools in a pedagogical and enticing way to different stakeholders Accompany stores to ensure good understanding of their KPI’s and analysis  Profile  At least 3 years’ experience in a retail context or digital / e-commerce environment. Bachelor’s and Master’s degree in a business-, computing-, or numeracy-related subject. Commercial awareness Confidence working with complex data and many different systems Excellent use of Microsoft Office tools, BA and ERP systems Very strong analytical mindset combined with very good communication skills. Proactive, results-driven individual, demonstrating initiative, commercial creativity and client-centric approach. Fluent French and English. Dutch or a Scandinavian language is a plus. A dynamic autonomous and self-motivated individual, able to be flexible and deal with ambiguity. Show less Senioriteitsniveau Senior medewerker Soort baan Tijdelijk Functie Onderzoek, Analist en Informatietechniek Bedrijfstakken Detailhandel luxeartikelen en sieraden Voordrachten verhogen uw kansen op een sollicitatiegesprek met Hermès 2x Bekijken wie u kent"
